ticket_id,created_date,resolved_date,channel,category,priority,agent,resolution_time_hours,satisfaction_score,status
TCK-02974,2025-09-26,2025-09-26 02:57:36.000000000,Email,Technical Issue,Medium,Agent_19,2.96,4.0,Resolved
TCK-00622,2025-09-26,2025-09-26 11:00:36.000000000,Email,Technical Issue,Low,Agent_14,11.01,,Resolved
TCK-01820,2025-09-26,2025-09-26 01:41:24.000000000,Chat,Technical Issue,Medium,Agent_11,1.69,3.0,Resolved
TCK-00517,2025-09-26,2025-09-26 02:28:48.000000000,Phone,Technical Issue,High,Agent_04,2.48,,Resolved
TCK-04629,2025-09-26,2025-09-26 04:49:48.000000000,Phone,Billing,Low,Agent_09,4.83,5.0,Reopened
TCK-04665,2025-09-26,2025-09-26 05:19:12.000000000,Email,Account Access,Medium,Agent_04,5.32,,Resolved
TCK-03501,2025-09-26,2025-09-26 10:00:36.000000000,Social Media,Technical Issue,Low,Agent_09,10.01,,Closed
TCK-00337,2025-09-26,2025-09-26 06:16:48.000000000,Phone,Billing,Low,Agent_10,6.28,,Resolved
TCK-02360,2025-09-26,2025-09-26 02:51:00.000000000,Email,Technical Issue,High,Agent_09,2.85,,Resolved
TCK-00962,2025-09-26,2025-09-26 10:24:36.000000000,Phone,Billing,Low,Agent_03,10.41,4.0,Resolved
TCK-02017,2025-09-26,2025-09-26 07:28:12.000000000,Phone,Complaint,Medium,Agent_02,7.47,,Resolved
TCK-00175,2025-09-26,2025-09-26 07:19:12.000000000,Chat,Technical Issue,Medium,Agent_11,7.32,3.0,Reopened
TCK-03348,2025-09-26,2025-09-26 02:45:36.000000000,Phone,Billing,Low,Agent_17,2.76,4.0,Resolved
TCK-00591,2025-09-26,2025-09-26 05:05:24.000000000,Email,Technical Issue,Medium,Agent_20,5.09,4.0,Closed
TCK-03433,2025-09-26,2025-09-26 02:04:12.000000000,Phone,Technical Issue,Medium,Agent_14,2.07,,Resolved
TCK-00765,2025-09-27,2025-09-27 00:51:36.000000000,Email,Billing,Urgent,Agent_08,0.86,5.0,Resolved
TCK-02304,2025-09-27,2025-09-27 02:15:36.000000000,Phone,Technical Issue,High,Agent_14,2.26,,Resolved
TCK-00699,2025-09-27,2025-09-27 06:43:12.000000000,Email,Technical Issue,Medium,Agent_11,6.72,,Resolved
TCK-04029,2025-09-27,2025-09-27 05:43:48.000000000,Phone,Technical Issue,Low,Agent_03,5.73,4.0,Resolved
TCK-00717,2025-09-27,2025-09-27 06:33:36.000000000,Social Media,Refund Request,Low,Agent_10,6.56,4.0,Resolved
TCK-00392,2025-09-27,2025-09-27 13:39:00.000000000,Email,Billing,Low,Agent_14,13.65,,Closed
TCK-03610,2025-09-27,2025-09-27 02:27:36.000000000,Email,Product Question,Medium,Agent_20,2.46,3.0,Resolved
TCK-04267,2025-09-27,2025-09-27 13:18:00.000000000,Phone,Account Access,Low,Agent_04,13.3,1.0,Closed
TCK-00563,2025-09-27,2025-09-28 00:00:00.000000000,Phone,Billing,Low,Agent_12,24.0,1.0,Closed
TCK-01409,2025-09-27,2025-09-27 01:10:48.000000000,Email,Technical Issue,Medium,Agent_02,1.18,,Resolved
TCK-01562,2025-09-27,2025-09-27 02:57:00.000000000,Email,Technical Issue,Low,Agent_15,2.95,4.0,Resolved
TCK-02018,2025-09-27,2025-09-27 00:54:00.000000000,Chat,Technical Issue,Urgent,Agent_13,0.9,5.0,Resolved
TCK-04051,2025-09-27,2025-09-27 02:03:00.000000000,Phone,Complaint,Medium,Agent_18,2.05,,Reopened
TCK-03189,2025-09-27,2025-09-27 13:03:36.000000000,Email,Account Access,Low,Agent_10,13.06,2.0,Resolved
TCK-01242,2025-09-27,2025-09-27 05:58:12.000000000,Email,Billing,Medium,Agent_13,5.97,4.0,Resolved
TCK-04405,2025-09-27,2025-09-27 03:22:48.000000000,Email,Billing,Medium,Agent_09,3.38,5.0,Reopened
TCK-03227,2025-09-27,2025-09-27 06:17:23.999999999,Email,Technical Issue,Medium,Agent_08,6.29,4.0,Resolved
TCK-00431,2025-09-27,2025-09-27 02:46:48.000000000,Email,Product Question,Medium,Agent_10,2.78,4.0,Resolved
TCK-01241,2025-09-28,2025-09-28 03:48:36.000000000,Social Media,Account Access,Medium,Agent_09,3.81,4.0,Resolved
TCK-03155,2025-09-28,2025-09-28 06:37:12.000000000,Phone,Refund Request,Low,Agent_02,6.62,,Resolved
TCK-03809,2025-09-28,2025-09-28 05:51:36.000000000,Email,Complaint,Low,Agent_02,5.86,3.0,Resolved
TCK-04153,2025-09-28,2025-09-28 01:36:00.000000000,Phone,Technical Issue,Low,Agent_07,1.6,,Resolved
TCK-02075,2025-09-28,2025-09-28 02:01:12.000000000,Email,Technical Issue,Low,Agent_08,2.02,4.0,Resolved
TCK-03890,2025-09-28,2025-09-28 03:24:36.000000000,Email,Billing,Medium,Agent_03,3.41,4.0,Resolved
TCK-04299,2025-09-28,2025-09-28 01:39:36.000000000,Email,Billing,High,Agent_13,1.66,3.0,Resolved
TCK-03223,2025-09-28,2025-09-28 03:48:36.000000000,Chat,Billing,High,Agent_13,3.81,3.0,Resolved
TCK-01926,2025-09-28,2025-09-28 03:37:48.000000000,Phone,Technical Issue,Low,Agent_10,3.63,4.0,Resolved
TCK-01821,2025-09-28,2025-09-28 01:28:48.000000000,Email,Billing,Medium,Agent_18,1.48,5.0,Resolved
TCK-01354,2025-09-28,2025-09-28 01:34:11.999999999,Email,Product Question,High,Agent_01,1.57,4.0,Resolved
TCK-01682,2025-09-28,2025-09-28 01:35:24.000000000,Chat,Refund Request,High,Agent_13,1.59,,Resolved
TCK-02132,2025-09-29,2025-09-29 01:52:48.000000000,Chat,Complaint,Low,Agent_06,1.88,4.0,Resolved
TCK-01473,2025-09-29,2025-09-29 04:06:00.000000000,Email,Billing,Medium,Agent_12,4.1,3.0,Resolved
TCK-03454,2025-09-29,2025-09-29 01:51:36.000000000,Social Media,Technical Issue,Medium,Agent_01,1.86,,Resolved
TCK-00022,2025-09-29,2025-09-29 02:07:12.000000000,Email,Technical Issue,Medium,Agent_14,2.12,4.0,Resolved
TCK-01099,2025-09-29,2025-09-29 04:58:48.000000000,Email,Billing,Low,Agent_10,4.98,5.0,Closed
TCK-03322,2025-09-29,2025-09-29 09:57:36.000000000,Email,Account Access,Medium,Agent_12,9.96,,Resolved
TCK-01702,2025-09-29,2025-09-29 03:57:36.000000000,Email,Technical Issue,Low,Agent_14,3.96,,Resolved
TCK-00996,2025-09-29,2025-09-29 02:18:00.000000000,Chat,Account Access,High,Agent_08,2.3,,Resolved
TCK-02598,2025-09-29,2025-09-29 02:00:00.000000000,Chat,Account Access,High,Agent_13,2.0,,Resolved
TCK-03586,2025-09-29,2025-09-29 03:45:36.000000000,Social Media,Billing,Low,Agent_16,3.76,,Resolved
TCK-01805,2025-09-29,2025-09-29 03:32:24.000000000,Email,Technical Issue,Medium,Agent_07,3.54,4.0,Closed
TCK-02980,2025-09-29,2025-09-29 05:18:00.000000000,Email,Product Question,Low,Agent_14,5.3,3.0,Resolved
TCK-00838,2025-09-29,2025-09-29 08:44:24.000000000,Phone,Billing,Low,Agent_08,8.74,3.0,Closed
TCK-00019,2025-09-29,2025-09-29 01:28:48.000000000,Email,Billing,High,Agent_05,1.48,5.0,Resolved
TCK-02085,2025-09-30,2025-09-30 01:43:12.000000000,Phone,Billing,High,Agent_19,1.72,,Resolved
TCK-03143,2025-09-30,2025-09-30 02:22:12.000000000,Phone,Refund Request,High,Agent_15,2.37,,Resolved
TCK-04775,2025-09-30,2025-09-30 04:22:12.000000000,Phone,Product Question,Low,Agent_20,4.37,4.0,Resolved
TCK-02003,2025-09-30,2025-09-30 12:58:48.000000000,Chat,Billing,Low,Agent_14,12.98,,Resolved
TCK-01859,2025-09-30,2025-09-30 01:27:00.000000000,Chat,Technical Issue,High,Agent_04,1.45,3.0,Resolved
TCK-00351,2025-09-30,2025-09-30 01:41:24.000000000,Phone,Billing,High,Agent_13,1.69,,Resolved
TCK-04957,2025-09-30,2025-09-30 01:40:48.000000000,Phone,Product Question,Medium,Agent_05,1.68,5.0,Resolved
TCK-02988,2025-09-30,2025-09-30 03:25:12.000000000,Email,Billing,Medium,Agent_13,3.42,3.0,Resolved
TCK-04162,2025-09-30,2025-09-30 05:09:00.000000000,Chat,Technical Issue,Medium,Agent_09,5.15,,Resolved
TCK-03212,2025-09-30,2025-09-30 04:10:12.000000000,Chat,Billing,Medium,Agent_17,4.17,,Resolved
TCK-02947,2025-09-30,2025-09-30 02:22:12.000000000,Chat,Technical Issue,High,Agent_16,2.37,5.0,Resolved
TCK-03432,2025-09-30,2025-09-30 04:13:12.000000000,Phone,Refund Request,Low,Agent_01,4.22,,Closed
TCK-00472,2025-09-30,2025-09-30 04:35:24.000000000,Chat,Refund Request,Medium,Agent_16,4.59,,Closed
TCK-04607,2025-09-30,2025-09-30 05:54:00.000000000,Email,Technical Issue,Low,Agent_10,5.9,,Resolved
TCK-00338,2025-09-30,2025-09-30 02:21:36.000000000,Email,Technical Issue,Low,Agent_17,2.36,,Closed
TCK-02363,2025-09-30,2025-09-30 07:48:36.000000000,Phone,Account Access,Low,Agent_04,7.81,4.0,Reopened
TCK-02285,2025-09-30,2025-09-30 02:12:36.000000000,Chat,Technical Issue,Medium,Agent_06,2.21,,Resolved
TCK-03127,2025-10-01,2025-10-01 03:39:00.000000000,Phone,Technical Issue,Medium,Agent_07,3.65,,Closed
TCK-04519,2025-10-01,2025-10-01 03:07:48.000000000,Chat,Product Question,Low,Agent_19,3.13,4.0,Resolved
TCK-02312,2025-10-01,2025-10-01 06:52:12.000000000,Email,Technical Issue,Medium,Agent_01,6.87,5.0,Closed
TCK-00855,2025-10-01,2025-10-01 02:01:12.000000000,Phone,Account Access,High,Agent_02,2.02,,Resolved
TCK-00320,2025-10-01,2025-10-01 01:06:00.000000000,Email,Technical Issue,Urgent,Agent_11,1.1,5.0,Reopened
TCK-03426,2025-10-01,2025-10-01 21:27:00.000000000,Email,Refund Request,Low,Unknown,21.45,3.0,Resolved
TCK-03417,2025-10-01,2025-10-01 02:35:24.000000000,Email,Product Question,High,Agent_12,2.59,4.0,Closed
TCK-03036,2025-10-01,2025-10-01 01:14:24.000000000,Chat,Complaint,Medium,Agent_03,1.24,,Resolved
TCK-00423,2025-10-01,2025-10-01 04:44:24.000000000,Chat,Product Question,Medium,Agent_08,4.74,,Resolved
TCK-01194,2025-10-01,2025-10-01 04:35:24.000000000,Chat,Product Question,Medium,Agent_06,4.59,,Closed
TCK-02004,2025-10-01,2025-10-01 06:21:00.000000000,Chat,Account Access,High,Agent_02,6.35,5.0,Resolved
TCK-03326,2025-10-01,2025-10-01 02:59:24.000000000,Chat,Complaint,Low,Agent_05,2.99,5.0,Resolved
TCK-04738,2025-10-01,2025-10-01 03:28:48.000000000,Chat,Billing,Low,Agent_06,3.48,4.0,Resolved
TCK-03728,2025-10-01,2025-10-01 08:21:36.000000000,Social Media,Technical Issue,Low,Agent_15,8.36,3.0,Resolved
TCK-04430,2025-10-01,2025-10-01 09:15:00.000000000,Chat,Technical Issue,Low,Agent_13,9.25,,Resolved
TCK-02254,2025-10-01,2025-10-01 07:45:36.000000000,Email,Account Access,Low,Agent_07,7.76,4.0,Closed
TCK-02308,2025-10-02,2025-10-02 09:21:36.000000000,Email,Technical Issue,Low,Agent_13,9.36,,Resolved
TCK-03683,2025-10-02,2025-10-02 10:00:36.000000000,Phone,Product Question,Low,Agent_15,10.01,2.0,Closed
TCK-04805,2025-10-02,2025-10-02 03:30:36.000000000,Phone,Technical Issue,Low,Agent_17,3.51,5.0,Resolved
TCK-02059,2025-10-02,2025-10-02 08:02:24.000000000,Phone,Billing,Low,Agent_05,8.04,,Resolved
TCK-04494,2025-10-02,2025-10-02 01:12:36.000000000,Phone,Billing,Medium,Agent_08,1.21,4.0,Closed
TCK-00453,2025-10-02,2025-10-02 07:49:48.000000000,Email,Account Access,High,Agent_11,7.83,4.0,Resolved
TCK-04766,2025-10-02,2025-10-02 13:04:12.000000000,Chat,Technical Issue,Low,Agent_20,13.07,2.0,Resolved
TCK-01338,2025-10-02,2025-10-02 07:26:24.000000000,Email,Refund Request,Low,Agent_11,7.44,3.0,Resolved
TCK-03575,2025-10-02,2025-10-02 03:49:12.000000000,Social Media,Billing,High,Agent_12,3.82,,Resolved
TCK-04275,2025-10-02,2025-10-02 03:34:47.999999999,Phone,Product Question,Medium,Agent_14,3.58,3.0,Resolved
TCK-02009,2025-10-02,2025-10-02 06:37:48.000000000,Email,Complaint,Low,Agent_05,6.63,3.0,Resolved
TCK-01944,2025-10-02,2025-10-02 07:31:48.000000000,Social Media,Billing,Low,Agent_18,7.53,3.0,Resolved
TCK-01627,2025-10-02,2025-10-02 02:40:12.000000000,Email,Technical Issue,Medium,Agent_06,2.67,,Closed
TCK-01025,2025-10-02,2025-10-02 01:57:00.000000000,Email,Technical Issue,Low,Agent_10,1.95,,Resolved
TCK-02322,2025-10-02,2025-10-02 02:14:24.000000000,Email,Technical Issue,Medium,Agent_19,2.24,5.0,Resolved
TCK-03013,2025-10-02,2025-10-02 03:21:00.000000000,Phone,Technical Issue,Low,Agent_18,3.35,4.0,Closed
TCK-02463,2025-10-02,2025-10-02 02:12:36.000000000,Email,Refund Request,High,Agent_04,2.21,5.0,Resolved
TCK-03056,2025-10-02,2025-10-02 06:46:12.000000000,Email,Product Question,Low,Agent_06,6.77,3.0,Resolved
TCK-03545,2025-10-02,2025-10-02 06:00:00.000000000,Email,Technical Issue,Low,Agent_09,6.0,4.0,Closed
TCK-03952,2025-10-03,2025-10-03 04:12:00.000000000,Phone,Technical Issue,High,Agent_10,4.2,,Resolved
TCK-03668,2025-10-03,2025-10-03 02:31:12.000000000,Email,Account Access,High,Agent_04,2.52,4.0,Resolved
TCK-02566,2025-10-03,2025-10-03 01:12:00.000000000,Email,Complaint,High,Agent_03,1.2,,Closed
TCK-03529,2025-10-03,2025-10-03 03:37:48.000000000,Email,Technical Issue,High,Agent_01,3.63,3.0,Resolved
TCK-04840,2025-10-03,2025-10-03 02:56:24.000000000,Phone,Refund Request,High,Agent_08,2.94,,Resolved
TCK-03951,2025-10-03,2025-10-03 01:58:12.000000000,Email,Technical Issue,Medium,Agent_14,1.97,,Closed
TCK-01955,2025-10-03,2025-10-03 04:58:48.000000000,Phone,Technical Issue,Medium,Agent_12,4.98,3.0,Resolved
TCK-02389,2025-10-03,2025-10-03 05:12:00.000000000,Phone,Technical Issue,Medium,Agent_11,5.2,5.0,Reopened
TCK-04506,2025-10-03,2025-10-03 16:08:24.000000000,Phone,Account Access,Low,Agent_11,16.14,2.0,Closed
TCK-02474,2025-10-03,2025-10-03 06:46:12.000000000,Email,Billing,Low,Agent_10,6.77,4.0,Resolved
TCK-04744,2025-10-03,2025-10-03 02:53:24.000000000,Email,Technical Issue,Medium,Agent_16,2.89,4.0,Resolved
TCK-01058,2025-10-03,2025-10-03 01:14:24.000000000,Email,Technical Issue,Urgent,Agent_13,1.24,,Resolved
TCK-03242,2025-10-03,2025-10-03 01:12:00.000000000,Chat,Product Question,Urgent,Agent_15,1.2,,Resolved
TCK-01750,2025-10-03,2025-10-03 01:58:48.000000000,Chat,Complaint,Medium,Agent_08,1.98,4.0,Reopened
TCK-04297,2025-10-04,2025-10-04 04:42:00.000000000,Phone,Account Access,High,Agent_14,4.7,4.0,Resolved
TCK-01634,2025-10-04,2025-10-04 08:10:48.000000000,Phone,Refund Request,Low,Agent_07,8.18,,Resolved
TCK-02565,2025-10-04,2025-10-04 01:57:36.000000000,Chat,Product Question,Low,Agent_05,1.96,4.0,Closed
TCK-00207,2025-10-04,2025-10-04 01:58:12.000000000,Chat,Billing,High,Agent_13,1.97,5.0,Resolved
TCK-04820,2025-10-04,2025-10-04 01:36:00.000000000,Chat,Account Access,Low,Agent_20,1.6,4.0,Resolved
TCK-00194,2025-10-04,2025-10-04 02:54:36.000000000,Email,Technical Issue,Medium,Agent_19,2.91,3.0,Resolved
TCK-01033,2025-10-04,2025-10-04 05:10:48.000000000,Email,Product Question,Low,Agent_07,5.18,4.0,Resolved
TCK-04564,2025-10-04,2025-10-04 01:39:00.000000000,Email,Product Question,High,Agent_13,1.65,,Closed
TCK-02382,2025-10-04,2025-10-04 03:25:48.000000000,Email,Technical Issue,Medium,Agent_10,3.43,3.0,Resolved
TCK-04859,2025-10-04,2025-10-04 05:37:48.000000000,Email,Product Question,Medium,Agent_12,5.63,5.0,Resolved
TCK-04224,2025-10-04,2025-10-04 12:43:48.000000000,Email,Technical Issue,Medium,Agent_20,12.73,,Closed
TCK-04025,2025-10-04,2025-10-04 08:43:48.000000000,Email,Technical Issue,High,Agent_04,8.73,3.0,Resolved
TCK-00002,2025-10-04,2025-10-04 11:04:48.000000000,Phone,Technical Issue,Medium,Agent_10,11.08,,Resolved
TCK-02325,2025-10-05,2025-10-05 03:28:48.000000000,Email,Technical Issue,Low,Agent_20,3.48,4.0,Resolved
TCK-03594,2025-10-05,2025-10-05 02:36:00.000000000,Social Media,Technical Issue,High,Agent_11,2.6,4.0,Resolved
TCK-00011,2025-10-05,2025-10-05 09:48:36.000000000,Phone,Billing,Low,Agent_14,9.81,3.0,Closed
TCK-03660,2025-10-05,2025-10-05 02:57:36.000000000,Email,Account Access,High,Agent_17,2.96,4.0,Resolved
TCK-01828,2025-10-05,2025-10-05 02:13:12.000000000,Chat,Complaint,High,Agent_12,2.22,4.0,Resolved
TCK-01261,2025-10-05,2025-10-05 02:43:12.000000000,Email,Account Access,Medium,Agent_20,2.72,,Closed
TCK-03008,2025-10-05,2025-10-05 02:03:00.000000000,Email,Product Question,High,Agent_11,2.05,,Resolved
TCK-04199,2025-10-05,2025-10-05 05:08:24.000000000,Phone,Account Access,Medium,Agent_20,5.14,,Resolved
TCK-03744,2025-10-05,2025-10-05 05:12:36.000000000,Phone,Technical Issue,Low,Agent_03,5.21,3.0,Resolved
TCK-04003,2025-10-05,2025-10-05 06:40:12.000000000,Email,Complaint,High,Agent_11,6.67,4.0,Resolved
TCK-01164,2025-10-05,2025-10-05 04:36:36.000000000,Phone,Complaint,Medium,Agent_14,4.61,,Resolved
TCK-03306,2025-10-05,2025-10-05 02:23:24.000000000,Email,Account Access,Medium,Agent_06,2.39,,Resolved
TCK-03093,2025-10-05,2025-10-05 05:16:48.000000000,Email,Complaint,Medium,Agent_06,5.28,4.0,Reopened
TCK-04801,2025-10-06,2025-10-06 10:02:24.000000000,Email,Technical Issue,Low,Agent_14,10.04,3.0,Resolved
TCK-03105,2025-10-06,2025-10-06 08:57:36.000000000,Email,Technical Issue,Low,Agent_01,8.96,3.0,Resolved
TCK-01094,2025-10-06,2025-10-06 06:16:48.000000000,Chat,Billing,Medium,Agent_04,6.28,3.0,Closed
TCK-04536,2025-10-06,2025-10-06 12:52:48.000000000,Email,Account Access,Low,Agent_19,12.88,2.0,Resolved
TCK-04693,2025-10-06,2025-10-06 13:23:24.000000000,Phone,Product Question,Medium,Agent_18,13.39,1.0,Resolved
TCK-04589,2025-10-06,2025-10-06 03:49:12.000000000,Email,Technical Issue,Medium,Agent_02,3.82,5.0,Resolved
TCK-00674,2025-10-06,2025-10-06 03:06:36.000000000,Phone,Refund Request,Medium,Agent_15,3.11,5.0,Resolved
TCK-00167,2025-10-06,2025-10-06 03:58:48.000000000,Email,Technical Issue,Medium,Agent_03,3.98,,Closed
TCK-01631,2025-10-06,2025-10-06 06:00:00.000000000,Email,Technical Issue,Low,Agent_13,6.0,,Resolved
TCK-04383,2025-10-06,2025-10-06 02:15:00.000000000,Phone,Technical Issue,Medium,Agent_10,2.25,4.0,Resolved
TCK-04249,2025-10-06,2025-10-06 04:29:24.000000000,Chat,Billing,Medium,Agent_08,4.49,4.0,Resolved
TCK-01235,2025-10-06,2025-10-06 02:46:12.000000000,Phone,Billing,Low,Agent_05,2.77,,Resolved
TCK-02803,2025-10-06,2025-10-06 02:24:36.000000000,Chat,Technical Issue,Low,Agent_16,2.41,3.0,Resolved
TCK-02743,2025-10-06,2025-10-06 03:56:24.000000000,Email,Billing,Medium,Agent_14,3.94,,Closed
TCK-02136,2025-10-06,2025-10-06 06:18:00.000000000,Chat,Complaint,Low,Agent_01,6.3,4.0,Resolved
TCK-03072,2025-10-06,2025-10-06 05:24:36.000000000,Chat,Complaint,Low,Agent_11,5.41,2.0,Resolved
TCK-02241,2025-10-06,2025-10-06 06:21:36.000000000,Phone,Complaint,Medium,Agent_08,6.36,,Resolved
TCK-04040,2025-10-06,2025-10-06 20:34:11.999999999,Email,Account Access,Low,Agent_12,20.57,,Resolved
TCK-00702,2025-10-06,2025-10-06 08:18:36.000000000,Chat,Product Question,Medium,Agent_19,8.31,,Resolved
TCK-02903,2025-10-06,2025-10-06 05:22:48.000000000,Chat,Technical Issue,Medium,Agent_15,5.38,,Resolved
TCK-04596,2025-10-06,2025-10-06 02:41:24.000000000,Chat,Technical Issue,High,Agent_08,2.69,5.0,Closed
TCK-03866,2025-10-06,2025-10-06 02:28:12.000000000,Chat,Technical Issue,Medium,Agent_15,2.47,,Resolved
TCK-04732,2025-10-06,2025-10-06 02:30:36.000000000,Phone,Billing,High,Agent_02,2.51,,Resolved
TCK-04806,2025-10-07,2025-10-07 03:54:36.000000000,Email,Billing,Medium,Agent_17,3.91,5.0,Resolved
TCK-03542,2025-10-07,2025-10-07 08:38:24.000000000,Email,Account Access,Low,Agent_01,8.64,5.0,Closed
TCK-00383,2025-10-07,2025-10-07 02:27:00.000000000,Email,Refund Request,High,Agent_18,2.45,5.0,Resolved
TCK-04309,2025-10-07,2025-10-07 04:39:36.000000000,Phone,Technical Issue,High,Agent_18,4.66,3.0,Resolved
TCK-04238,2025-10-07,2025-10-07 02:25:48.000000000,Chat,Technical Issue,Medium,Agent_08,2.43,4.0,Resolved
TCK-01782,2025-10-07,2025-10-07 05:10:48.000000000,Phone,Technical Issue,Medium,Agent_17,5.18,,Resolved
TCK-04707,2025-10-07,2025-10-07 09:46:12.000000000,Email,Billing,Medium,Agent_08,9.77,1.0,Resolved
TCK-03147,2025-10-07,2025-10-07 04:09:36.000000000,Email,Technical Issue,Medium,Agent_10,4.16,4.0,Closed
TCK-00449,2025-10-07,2025-10-07 05:19:48.000000000,Phone,Billing,Low,Agent_17,5.33,,Resolved
TCK-04246,2025-10-07,2025-10-07 03:52:12.000000000,Phone,Billing,Urgent,Agent_05,3.87,4.0,Resolved
TCK-04013,2025-10-07,2025-10-07 06:22:48.000000000,Phone,Billing,High,Agent_03,6.38,,Resolved
TCK-00088,2025-10-07,2025-10-07 01:58:48.000000000,Email,Billing,High,Agent_13,1.98,,Closed
TCK-02134,2025-10-07,2025-10-07 04:13:12.000000000,Email,Product Question,Medium,Agent_02,4.22,,Resolved
TCK-02067,2025-10-07,2025-10-07 10:16:12.000000000,Phone,Technical Issue,Medium,Agent_16,10.27,4.0,Resolved
TCK-00617,2025-10-07,2025-10-07 03:19:12.000000000,Chat,Account Access,Low,Agent_01,3.32,4.0,Closed
TCK-04043,2025-10-08,2025-10-08 04:07:12.000000000,Email,Technical Issue,Low,Agent_09,4.12,5.0,Resolved
TCK-02081,2025-10-08,2025-10-08 07:43:48.000000000,Phone,Account Access,Medium,Agent_11,7.73,4.0,Resolved
TCK-04669,2025-10-08,2025-10-08 04:31:48.000000000,Email,Billing,Low,Agent_13,4.53,4.0,Resolved
TCK-03638,2025-10-08,2025-10-08 01:11:24.000000000,Email,Complaint,High,Agent_18,1.19,4.0,Resolved
TCK-03207,2025-10-08,2025-10-08 05:00:00.000000000,Phone,Product Question,Low,Agent_08,5.0,,Resolved
TCK-01108,2025-10-08,2025-10-08 01:41:24.000000000,Phone,Complaint,Low,Agent_08,1.69,4.0,Resolved
TCK-00280,2025-10-08,2025-10-08 06:37:48.000000000,Chat,Technical Issue,Medium,Agent_02,6.63,3.0,Resolved
TCK-00049,2025-10-08,2025-10-08 01:52:12.000000000,Phone,Complaint,Urgent,Agent_05,1.87,4.0,Closed
TCK-02897,2025-10-08,2025-10-08 02:25:48.000000000,Email,Technical Issue,Medium,Agent_17,2.43,,Resolved
TCK-03163,2025-10-08,2025-10-08 02:53:24.000000000,Email,Complaint,Low,Agent_01,2.89,4.0,Resolved
TCK-01735,2025-10-08,2025-10-08 03:17:23.999999999,Chat,Complaint,High,Agent_07,3.29,,Resolved
TCK-00330,2025-10-09,2025-10-09 02:12:36.000000000,Email,Product Question,Medium,Agent_13,2.21,5.0,Resolved
TCK-00824,2025-10-09,2025-10-09 10:14:24.000000000,Email,Technical Issue,Low,Agent_09,10.24,4.0,Resolved
TCK-04934,2025-10-09,2025-10-09 01:39:36.000000000,Phone,Product Question,Low,Agent_16,1.66,5.0,Resolved
TCK-04266,2025-10-09,2025-10-09 04:27:00.000000000,Phone,Billing,Medium,Agent_12,4.45,,Closed
TCK-04258,2025-10-09,2025-10-09 01:52:48.000000000,Phone,Technical Issue,Medium,Agent_09,1.88,,Reopened
TCK-03186,2025-10-09,2025-10-09 09:42:00.000000000,Email,Account Access,Low,Agent_13,9.7,3.0,Closed
TCK-01021,2025-10-09,2025-10-09 04:52:12.000000000,Chat,Billing,Low,Agent_15,4.87,5.0,Closed
TCK-01830,2025-10-09,2025-10-09 01:57:00.000000000,Chat,Billing,High,Agent_18,1.95,,Resolved
TCK-01651,2025-10-09,2025-10-09 02:14:24.000000000,Social Media,Billing,High,Agent_14,2.24,4.0,Resolved
TCK-03587,2025-10-09,2025-10-09 02:12:36.000000000,Social Media,Product Question,Low,Agent_11,2.21,,Reopened
TCK-02882,2025-10-09,2025-10-09 06:38:24.000000000,Email,Billing,Medium,Agent_04,6.64,3.0,Resolved
TCK-03392,2025-10-09,2025-10-09 06:16:48.000000000,Email,Account Access,Medium,Agent_19,6.28,,Resolved
TCK-04389,2025-10-09,2025-10-09 01:01:48.000000000,Social Media,Technical Issue,Medium,Agent_06,1.03,4.0,Resolved
TCK-03117,2025-10-09,2025-10-09 02:51:36.000000000,Email,Refund Request,Medium,Agent_17,2.86,2.0,Reopened
TCK-00871,2025-10-09,2025-10-09 01:49:48.000000000,Email,Product Question,High,Agent_02,1.83,4.0,Resolved
TCK-00133,2025-10-09,2025-10-09 12:01:12.000000000,Chat,Account Access,Low,Agent_17,12.02,,Resolved
TCK-00605,2025-10-09,2025-10-09 01:42:00.000000000,Email,Refund Request,High,Agent_12,1.7,,Closed
TCK-03807,2025-10-09,2025-10-09 04:31:12.000000000,Chat,Product Question,Medium,Agent_12,4.52,,Resolved
TCK-04464,2025-10-09,2025-10-09 05:52:48.000000000,Chat,Billing,Low,Agent_15,5.88,,Resolved
TCK-01018,2025-10-09,2025-10-09 01:03:36.000000000,Phone,Refund Request,High,Agent_12,1.06,,Resolved
TCK-02955,2025-10-09,2025-10-09 03:55:48.000000000,Phone,Technical Issue,Medium,Agent_15,3.93,,Resolved
TCK-02172,2025-10-10,2025-10-10 03:02:24.000000000,Email,Billing,Low,Agent_01,3.04,3.0,Resolved
TCK-02280,2025-10-10,2025-10-10 05:20:24.000000000,Chat,Technical Issue,Medium,Agent_11,5.34,3.0,Closed
TCK-02535,2025-10-10,2025-10-10 00:42:00.000000000,Chat,Complaint,High,Agent_13,0.7,4.0,Resolved
TCK-01785,2025-10-10,2025-10-10 02:26:24.000000000,Email,Billing,High,Agent_13,2.44,5.0,Resolved
TCK-01518,2025-10-10,2025-10-10 05:21:00.000000000,Chat,Account Access,Low,Agent_04,5.35,4.0,Resolved
TCK-00694,2025-10-10,2025-10-10 03:41:24.000000000,Phone,Account Access,Medium,Agent_06,3.69,3.0,Resolved
TCK-03347,2025-10-10,2025-10-10 03:48:36.000000000,Chat,Billing,Medium,Agent_03,3.81,5.0,Resolved
